2021.05.12 20:03:01.491691
Counterstrike 1,Master Mounter 1,2.2.0
Tremor Resistance 2,Quick Sheath 2,3.1.0
Poison Attack 1,Master Mounter 1,1.0.0
Blight Resistance 1,Poison Attack 1,0.0.0
Bombardier 2,Bludgeoner 1,2.0.0
Speed Sharpening 1,Tremor Resistance 2,1.0.0
Master Mounter 1,Flinch Free 1,2.0.0
Stun Resistance 1,Tremor Resistance 1,2.0.0
Ice Resistance 1,Ballistics 1,0.0.0
Muck Resistance 2,Thunder Attack 1,2.0.0
Fire Resistance 1,Punishing Draw 1,1.0.0
Sleep Resistance 1,Recoil Down 1,1.1.0
Guard Up 1,NULL,0.0.0
Divine Blessing 2,Wirebug Whisperer 1,0.0.0
Reload Speed 1,Fortify 1,1.1.0
Evade Window 1,Ice Attack 1,2.1.0
WideRange 2,Quick Sheath 2,2.1.0
Slugger 1,Counterstrike 2,1.1.0
Fire Attack 2,Blight Resistance 1,2.0.0
Geologist 2,Divine Blessing 1,2.1.1
Evade Window 2,Free Meal 1,2.1.0
Fire Resistance 1,Hunger Resistance 1,1.1.0
Marathon Runner 1,NULL,2.0.0
Blast Resistance 2,Constitution 1,2.2.0
Paralysis Resistance 1,Fortify 1,1.1.0
Special Ammo Boost 1,Evade Window 2,0.0.0
Blight Resistance 1,Quick Sheath 1,1.0.0
Carving Pro 1,Recovery Speed 2,1.0.0
Poison Resistance 1,Wirebug Whisperer 2,2.0.0
Windproof 1,Horn Maestro 1,1.0.0
Stamina Surge 2,NULL,0.0.0
Recovery Up 2,Thunder Resistance 2,2.0.0

2021.05.12 21:08:47.539365
Ice Attack 1,Guard 1,1.0.0

2021.05.12 21:32:36.944857
Dragon Attack 2,Tremor Resistance 2,3.2.0
Latent Power 2,NULL,0.0.0
Stamina Surge 2,NULL,1.1.1
Speed Eating 2,NormalRapid Up 1,1.1.0
Partbreaker 2,Blight Resistance 1,1.1.0
Counterstrike 1,Windproof 2,2.0.0
Critical Element 1,NULL,0.0.0
Bludgeoner 1,Razor Sharp 1,1.0.0
Steadiness 1,Paralysis Attack 1,0.0.0
Divine Blessing 1,Fire Resistance 1,1.0.0
Dragon Resistance 1,Evade Window 1,1.1.0
Divine Blessing 1,Quick Sheath 1,1.0.0
Reload Speed 1,Critical Eye 1,0.0.0
Fire Resistance 1,Fire Attack 1,1.1.0
Water Resistance 1,Slugger 1,3.0.0
Resentment 1,NULL,1.1.0
Resentment 1,NULL,0.0.0
Item Prolonger 2,Speed Sharpening 1,1.0.0
Fortify 1,Quick Sheath 1,1.1.0
Fire Attack 1,Evade Extender 1,0.0.0
Sleep Attack 2,NULL,0.0.0
Recovery Speed 1,Windproof 1,1.0.0
Blight Resistance 1,Windproof 1,1.0.0
Affinity Sliding 1,Guard Up 1,0.0.0
Constitution 1,Evade Extender 2,2.0.0
WideRange 2,Weakness Exploit 1,0.0.0
Free Meal 1,Stamina Surge 1,1.0.0
Dragon Attack 1,Steadiness 1,1.0.0
Speed Eating 2,Dragon Attack 1,1.0.0
Recovery Up 1,Slugger 2,1.0.0
Water Attack 1,Master Mounter 1,0.0.0
Critical Element 1,NULL,0.0.0
Rapid Morph 2,Punishing Draw 1,2.1.0
Stun Resistance 1,Masters Touch 1,0.0.0
Evade Extender 2,Punishing Draw 1,1.0.0
NormalRapid Up 2,Blight Resistance 1,1.1.0
Item Prolonger 1,Dragon Resistance 2,2.2.0
Poison Attack 1,Wirebug Whisperer 1,1.1.0
Speed Eating 2,Special Ammo Boost 1,1.0.0
Dragon Attack 1,Divine Blessing 1,2.0.0
Weakness Exploit 1,Tremor Resistance 1,0.0.0
Windproof 2,Carving Pro 1,1.1.0
Partbreaker 2,Guard Up 1,1.0.0
Rapid Morph 1,Ballistics 1,0.0.0
Constitution 2,Botanist 4,1.1.0
Master Mounter 1,Evade Window 1,1.0.0
Stun Resistance 1,Dragon Attack 2,3.0.0
Weakness Exploit 1,NULL,0.0.0
Speed Eating 1,Bombardier 2,0.0.0
Resentment 1,Affinity Sliding 1,0.0.0

