2021.05.19 11:22:13.856998
Muck Resistance 2,Recoil Down 2,2.1.0
Horn Maestro 1,Blast Resistance 2,3.2.0
Quick Sheath 1,Fire Attack 1,1.0.0
WideRange 2,Divine Blessing 1,1.0.0
Steadiness 2,Tremor Resistance 1,1.1.0
Reload Speed 2,WideRange 1,2.2.0
Steadiness 2,Flinch Free 2,1.0.0
Muck Resistance 1,WideRange 1,2.1.0
Recovery Speed 1,Dragon Resistance 2,1.0.0
Thunder Attack 3,Tremor Resistance 2,3.0.0
Affinity Sliding 1,Bludgeoner 1,3.0.0
Free Meal 1,Weakness Exploit 1,0.0.0
Evade Extender 1,Partbreaker 2,1.0.0

2021.05.19 12:28:46.750151
Thunder Attack 2,Blast Attack 1,1.0.0

2021.05.19 12:52:00.793626
Recoil Down 2,Ballistics 1,0.0.0
Steadiness 1,Carving Pro 1,1.0.0
Bubbly Dance 2,Fire Attack 1,2.0.0
Speed Eating 1,Razor Sharp 1,0.0.0
Slugger 2,Sleep Resistance 2,2.0.0
Poison Attack 2,Windproof 1,1.0.0
Dragon Attack 3,Constitution 1,1.1.0
Defense Boost 1,Speed Sharpening 2,2.2.0
Water Attack 1,Paralysis Resistance 1,1.0.0
Stun Resistance 1,Water Attack 2,2.1.0
Affinity Sliding 1,Rapid Morph 1,0.0.0
Blight Resistance 1,Fire Resistance 1,2.1.0
Water Resistance 1,Slugger 2,0.0.0
Poison Resistance 1,Constitution 1,2.2.0
Hellfire Cloak 1,Attack Boost 1,3.0.0
Ice Attack 2,Protective Polish 2,1.0.0
Bludgeoner 1,Quick Sheath 1,1.0.0
Recoil Down 2,Fire Resistance 2,3.0.0
Stun Resistance 1,Fire Resistance 1,0.0.0
Ice Attack 2,Diversion 1,1.1.0
Wall Runner 1,Tremor Resistance 1,0.0.0
Quick Sheath 2,Tremor Resistance 1,1.0.0
Slugger 1,Dragon Resistance 1,1.0.0
Ice Attack 2,Master Mounter 1,0.0.0
Diversion 1,Recoil Down 1,0.0.0
Rapid Fire Up 1,NULL,0.0.0
Horn Maestro 1,Blight Resistance 1,3.0.0
Carving Pro 1,Partbreaker 1,2.2.0
Defense Boost 2,Speed Eating 2,0.0.0
WideRange 3,Evade Extender 2,0.0.0
Master Mounter 1,Divine Blessing 1,1.1.0
Thunder Attack 1,Punishing Draw 1,2.0.0
Water Attack 2,Spare Shot 1,0.0.0
Counterstrike 1,WideRange 2,0.0.0
Slugger 2,Recovery Up 1,2.2.0
Heroics 1,Horn Maestro 1,1.1.0
Bubbly Dance 1,Steadiness 1,0.0.0
Counterstrike 2,Hunger Resistance 1,1.1.0
Poison Attack 3,Wall Runner 1,3.0.0
Speed Sharpening 1,Ice Attack 1,0.0.0
Recoil Down 2,Speed Eating 1,1.0.0
Diversion 1,Carving Pro 1,3.0.0
Partbreaker 1,Speed Eating 2,1.0.0
Sleep Attack 1,NULL,1.0.0
Speed Sharpening 3,Thunder Attack 2,2.1.0
Reload Speed 2,Poison Resistance 1,0.0.0
Steadiness 1,Fortify 1,3.1.0
Wall Runner 1,Pierce Up 1,0.0.0
Affinity Sliding 1,Dragon Attack 1,3.0.0
Thunder Attack 2,Punishing Draw 1,2.0.0

2021.05.19 13:01:43.921358
Poison Resistance 1,Earplugs 2,0.0.0

2021.05.19 13:24:57.890987
Hunger Resistance 1,Steadiness 1,0.0.0
Quick Sheath 2,Windproof 2,0.0.0
Counterstrike 2,Latent Power 1,1.0.0
Recoil Down 1,Sleep Attack 1,1.0.0
Slugger 2,Sleep Resistance 2,1.0.0
Flinch Free 1,Poison Resistance 2,3.2.0
Dragon Resistance 1,Bubbly Dance 2,1.1.0
Masters Touch 1,NULL,0.0.0
Windproof 3,Defense Boost 1,2.0.0
Muck Resistance 2,Speed Eating 1,3.0.0
Resuscitate 1,NULL,1.0.0
Master Mounter 1,Punishing Draw 1,1.0.0
Bubbly Dance 2,Blast Resistance 2,1.0.0
Dragon Attack 2,Poison Attack 1,0.0.0
Handicraft 1,NULL,0.0.0
Stun Resistance 1,Thunder Attack 1,2.1.0
Tremor Resistance 2,Bubbly Dance 2,1.0.0
Defense Boost 1,Stamina Surge 2,0.0.0
Ballistics 1,NULL,0.0.0
Fire Resistance 1,Dragon Resistance 2,3.0.0
Recovery Up 1,Evade Window 2,1.0.0
Reload Speed 2,Stamina Surge 1,0.0.0
Fire Attack 2,Maximum Might 1,1.0.0
Dragon Attack 1,Quick Sheath 1,2.1.0
Geologist 1,Quick Sheath 1,2.1.0
Tremor Resistance 2,Evade Extender 2,1.0.0
Recovery Speed 1,Blast Attack 1,0.0.0
Wall Runner 2,Rapid Fire Up 1,2.0.0
Handicraft 1,NULL,0.0.0
Item Prolonger 1,Defense Boost 1,3.0.0
Poison Attack 2,Thunder Attack 2,2.0.0
Steadiness 1,Evade Extender 1,1.0.0
Razor Sharp 1,NULL,1.0.0
Hunger Resistance 1,Speed Eating 2,2.0.0
Resuscitate 1,Constitution 1,0.0.0
Bubbly Dance 1,Attack Boost 1,0.0.0
Steadiness 1,Wall Runner 2,3.0.0
Speed Eating 2,Ice Resistance 1,1.0.0
Critical Element 1,Blight Resistance 1,2.1.1
Affinity Sliding 1,Flinch Free 1,2.2.1
WideRange 2,Steadiness 2,2.0.0
Punishing Draw 2,Earplugs 1,1.1.0
Stun Resistance 2,Windproof 1,2.1.0
Affinity Sliding 1,Rapid Morph 1,1.0.0
Recoil Down 3,Master Mounter 1,1.1.1
Item Prolonger 1,Hellfire Cloak 1,1.0.0
Punishing Draw 2,Quick Sheath 1,0.0.0
Dragon Resistance 2,Horn Maestro 1,3.1.1
Special Ammo Boost 2,NULL,1.0.0
Rapid Morph 1,Water Attack 1,1.0.0

2021.05.19 13:34:44.926536
WideRange 3,Thunder Resistance 2,1.0.0

2021.05.19 13:57:59.791173
Dragon Attack 1,Diversion 1,1.0.0
Dragon Resistance 1,Power Prolonger 1,1.0.0
Paralysis Resistance 1,Earplugs 1,0.0.0
Sleep Resistance 2,Recovery Up 1,3.1.1
Thunder Resistance 1,Quick Sheath 1,1.0.0
Agitator 1,NULL,0.0.0
Speed Eating 2,Flinch Free 1,1.1.0
Critical Element 1,NULL,0.0.0
Dragon Attack 1,Quick Sheath 2,1.1.0
Blight Resistance 1,Blast Attack 1,3.0.0
Agitator 1,Wall Runner 3,1.1.0
Bludgeoner 1,Earplugs 1,1.0.0
Protective Polish 1,Bombardier 2,1.0.0
Slugger 2,Recovery Up 2,2.0.0
Speed Sharpening 2,Rapid Morph 1,1.0.0
Razor Sharp 2,Recovery Speed 1,0.0.0
Water Attack 2,Special Ammo Boost 1,1.0.0
Water Attack 2,Resentment 1,0.0.0
Stamina Thief 1,Dragon Resistance 3,2.0.0
Master Mounter 1,Geologist 1,3.2.0
Leap of Faith 1,Thunder Resistance 1,3.1.0
Attack Boost 2,Fire Resistance 1,0.0.0
Reload Speed 1,Load Shells 1,0.0.0
Poison Attack 1,Slugger 1,2.0.0
Leap of Faith 1,Dragon Attack 1,0.0.0
Speed Sharpening 1,Latent Power 1,1.0.0
Poison Resistance 1,Recovery Speed 1,2.2.0
Fire Resistance 2,Speed Sharpening 1,1.1.0
Protective Polish 2,Partbreaker 1,1.0.0
WideRange 2,Bubbly Dance 2,1.0.0
Slugger 1,Power Prolonger 1,2.0.0
Steadiness 1,Wirebug Whisperer 2,0.0.0
Wirebug Whisperer 1,Resuscitate 1,0.0.0
Recoil Down 1,Defense Boost 1,1.0.0
Artillery 1,NULL,0.0.0
Tremor Resistance 1,Critical Element 1,0.0.0
Quick Sheath 1,Power Prolonger 1,1.0.0
Fire Resistance 1,Slugger 1,2.1.0
Flinch Free 2,Ballistics 1,1.1.1
Leap of Faith 1,Punishing Draw 2,2.1.0
Stamina Thief 1,Ice Attack 2,1.0.0
Slugger 1,Punishing Draw 2,0.0.0
WideRange 2,Recovery Speed 1,0.0.0
Recovery Speed 1,Evade Window 1,3.0.0
Resentment 2,NULL,1.0.0
Counterstrike 1,Water Attack 1,2.0.0
Counterstrike 1,Evade Extender 1,2.1.0
Stun Resistance 1,Blight Resistance 1,0.0.0
Recovery Speed 2,Stun Resistance 2,1.0.0
Geologist 1,Critical Boost 1,2.0.0

2021.05.19 14:08:04.608362
WideRange 2,Water Attack 1,1.1.0

2021.05.19 14:31:18.729592
Recovery Up 2,WideRange 1,0.0.0
WideRange 1,Divine Blessing 1,0.0.0
Bludgeoner 1,Speed Sharpening 2,1.1.1
Steadiness 1,Divine Blessing 1,0.0.0
Critical Element 2,NULL,1.0.0
Ice Resistance 1,Latent Power 1,0.0.0
Diversion 1,Thunder Resistance 1,3.1.0
Horn Maestro 1,Flinch Free 2,1.0.0
Fire Attack 2,Partbreaker 2,3.1.0
Paralysis Resistance 1,Fire Attack 1,1.1.0
Water Attack 1,Recoil Down 2,1.0.0
Razor Sharp 2,Blight Resistance 2,3.0.0
Thunder Attack 2,Sleep Resistance 2,0.0.0
Critical Element 2,Steadiness 1,0.0.0
Evade Extender 1,Speed Eating 1,1.0.0
Blight Resistance 1,Fire Attack 2,0.0.0
Flinch Free 2,Protective Polish 1,1.0.0
Speed Sharpening 1,Flinch Free 1,1.1.0
Reload Speed 1,WideRange 1,1.1.0
Speed Eating 2,Stun Resistance 2,2.0.0
Agitator 1,NULL,0.0.0
Water Attack 1,Recovery Speed 1,1.1.0
Water Attack 2,Paralysis Resistance 2,2.0.0
Windproof 2,Poison Attack 1,3.0.0
Ice Attack 2,Muck Resistance 1,1.0.0
Steadiness 1,Dragon Resistance 1,1.1.0
Geologist 2,Slugger 2,1.1.0
Quick Sheath 2,Reload Speed 1,2.1.0
Bludgeoner 2,Heroics 1,2.1.0
Master Mounter 1,Hunger Resistance 1,2.0.0
Poison Attack 1,Evade Extender 1,3.1.0
Blast Resistance 2,Guard 1,2.0.0
Heroics 1,NULL,1.1.0
Wirebug Whisperer 1,Resentment 1,0.0.0
Thunder Attack 1,Partbreaker 1,2.1.0
Latent Power 1,NULL,1.1.0
Blight Resistance 1,Thunder Attack 1,3.0.0
Defense Boost 1,Thunder Attack 2,2.0.0
Speed Eating 2,Water Resistance 2,2.2.0
WideRange 1,Recovery Up 2,1.0.0
Poison Attack 2,Stun Resistance 1,3.0.0
Diversion 1,Ice Attack 1,1.0.0
Bombardier 2,Latent Power 1,1.1.0
Fire Attack 2,Windproof 1,2.1.0
Stamina Thief 1,Recoil Down 1,1.0.0
Recovery Speed 1,Partbreaker 1,0.0.0
Rapid Morph 1,Reload Speed 1,3.0.0
Free Meal 1,Dragon Attack 1,1.1.0
Dragon Resistance 1,Bludgeoner 2,1.0.0
Thunder Resistance 1,Stun Resistance 1,0.0.0

2021.05.19 14:41:03.213633
Steadiness 2,Divine Blessing 1,0.0.0

2021.05.19 15:04:17.249431
Recovery Speed 1,Counterstrike 1,3.0.0
Tremor Resistance 1,Load Shells 1,0.0.0
Carving Pro 1,Speed Sharpening 1,2.2.0
Hellfire Cloak 1,Dragon Attack 1,1.0.0
Flinch Free 1,Constitution 2,0.0.0
Dragon Attack 2,NormalRapid Up 1,1.0.0
Defense Boost 2,Guard 1,1.0.0
Leap of Faith 1,Steadiness 2,1.1.0
Poison Attack 2,Blight Resistance 1,1.0.0
Poison Resistance 1,Paralysis Resistance 2,3.0.0
Dragon Attack 1,Ice Attack 2,1.0.0
Steadiness 1,Thunder Attack 1,1.1.0
Quick Sheath 2,Razor Sharp 1,1.1.0
Recovery Up 2,Flinch Free 1,2.1.0
Rapid Morph 2,Horn Maestro 1,2.1.0
WideRange 1,Water Resistance 2,1.0.0
Hellfire Cloak 2,NULL,0.0.0
Tremor Resistance 1,Fire Attack 1,1.1.0
Quick Sheath 1,Sleep Resistance 2,1.1.0
Wall Runner 1,Guard 1,1.0.0
Leap of Faith 1,Water Attack 1,1.0.0
Counterstrike 2,Wirebug Whisperer 1,1.0.0
Evade Extender 3,Hellfire Cloak 1,0.0.0
Protective Polish 1,NULL,1.1.0
Heroics 1,NULL,1.1.0
Fire Attack 1,Water Attack 1,1.0.0
Speed Sharpening 2,Dragon Attack 1,1.1.1
Ice Attack 1,Thunder Resistance 1,1.1.0
Reload Speed 2,Divine Blessing 2,1.1.0
Rapid Morph 1,Reload Speed 1,1.0.0
Wall Runner 2,Recoil Down 2,1.0.0
Resentment 2,NormalRapid Up 1,0.0.0
Maximum Might 1,Fortify 1,0.0.0
Tremor Resistance 2,Stun Resistance 1,1.0.0
Fire Attack 1,Quick Sheath 1,2.1.0
Flinch Free 1,Partbreaker 1,1.0.0
Blast Resistance 1,Evade Extender 1,1.0.0
Partbreaker 3,Flinch Free 1,1.0.0
Critical Element 2,Muck Resistance 2,3.0.0
Evade Extender 1,Flinch Free 1,1.1.0
Speed Sharpening 2,Power Prolonger 2,1.0.0
Speed Sharpening 2,Carving Pro 1,1.1.0
Poison Attack 1,Recovery Speed 1,1.1.0
Resentment 1,Earplugs 1,1.0.0
Load Shells 1,Speed Eating 1,0.0.0
Speed Sharpening 3,Poison Attack 1,3.0.0
Evade Window 1,Flinch Free 1,0.0.0
Item Prolonger 1,Latent Power 1,1.1.0
Thunder Resistance 1,Fortify 1,1.1.0
Evade Extender 1,Horn Maestro 1,1.0.0

2021.05.19 15:14:02.384075
Ballistics 1,Wirebug Whisperer 2,0.0.0

2021.05.19 15:37:16.605042
Partbreaker 1,Bludgeoner 1,2.2.0
Critical Eye 1,NULL,1.1.0
Diversion 1,Guard Up 1,1.1.0
Agitator 1,NULL,0.0.0
Attack Boost 1,NULL,0.0.0
Spare Shot 1,NULL,3.0.0
Earplugs 1,Divine Blessing 1,2.0.0
Stun Resistance 2,Speed Sharpening 2,0.0.0
Tremor Resistance 2,Divine Blessing 1,3.0.0
Thunder Attack 1,Defense Boost 1,3.0.0
Flinch Free 1,Partbreaker 2,3.1.0
Botanist 1,Water Attack 2,2.1.0
Fire Attack 1,Windproof 1,2.0.0
Poison Attack 1,Thunder Resistance 1,3.0.0
Leap of Faith 1,Hellfire Cloak 1,1.0.0
Carving Pro 1,Ice Resistance 2,3.0.0
Razor Sharp 1,NULL,0.0.0
Bombardier 1,Critical Eye 1,3.0.0
Bludgeoner 2,Earplugs 1,2.1.0
Slugger 2,NormalRapid Up 1,0.0.0
Botanist 1,Slugger 1,1.1.0
Fire Attack 2,Dragon Resistance 3,0.0.0
Latent Power 2,Blight Resistance 1,0.0.0
Affinity Sliding 1,Recoil Down 2,1.1.0
Recovery Speed 1,Diversion 1,3.0.0
Rapid Morph 2,Agitator 1,0.0.0
Recoil Down 1,Carving Pro 1,2.0.0
Thunder Resistance 1,Sleep Attack 1,1.0.0
Geologist 2,Sleep Resistance 2,2.0.0
Reload Speed 3,Speed Eating 1,1.1.0
Hellfire Cloak 1,Peak Performance 1,0.0.0
Speed Eating 1,Evade Window 1,1.0.0
Rapid Morph 2,Poison Resistance 1,2.1.0
Horn Maestro 1,Protective Polish 2,1.0.0
Paralysis Attack 1,NULL,0.0.0
Blast Resistance 1,Reload Speed 2,2.0.0
Fortify 1,Razor Sharp 2,0.0.0
Speed Sharpening 1,Reload Speed 2,0.0.0
Counterstrike 2,Carving Pro 1,2.0.0
Bombardier 2,Horn Maestro 1,2.1.0
Heroics 1,Wirebug Whisperer 1,0.0.0
Speed Eating 2,Bombardier 1,1.0.0
Counterstrike 1,Paralysis Resistance 2,0.0.0
Fortify 1,Ballistics 1,1.0.0
Defense Boost 1,Bludgeoner 1,1.0.0
Tremor Resistance 1,Evade Window 1,2.1.0
Blight Resistance 1,Ice Attack 1,0.0.0
Stun Resistance 2,Fire Attack 1,1.0.0
Thunder Resistance 1,Muck Resistance 1,2.0.0
Bludgeoner 1,Affinity Sliding 1,1.1.0

2021.05.19 15:47:08.030915
Bombardier 2,Quick Sheath 1,2.1.0

2021.05.19 16:10:21.936749
Weakness Exploit 2,Partbreaker 1,0.0.0
Stamina Thief 1,Divine Blessing 1,2.1.0
Horn Maestro 1,Counterstrike 1,1.0.0
Earplugs 2,Evade Extender 1,2.1.1
Dragon Resistance 1,Reload Speed 1,0.0.0
Special Ammo Boost 1,NULL,0.0.0
Windproof 2,Reload Speed 1,3.1.0
Special Ammo Boost 1,Bubbly Dance 1,0.0.0
Blight Resistance 1,Leap of Faith 1,0.0.0
Resentment 1,NULL,1.1.1
Slugger 2,Flinch Free 1,3.0.0
Blast Attack 1,NULL,1.1.0
Poison Attack 2,Thunder Attack 1,1.0.0
Quick Sheath 2,NormalRapid Up 2,0.0.0
Punishing Draw 1,Counterstrike 1,1.0.0
Divine Blessing 1,Item Prolonger 1,3.1.0
Bludgeoner 3,Partbreaker 1,1.0.0
Partbreaker 1,Diversion 1,1.0.0
Bombardier 1,Dragon Resistance 2,2.0.0
WideRange 1,Evade Window 2,1.0.0
Water Attack 1,Blight Resistance 1,2.1.1
Divine Blessing 1,Water Attack 1,0.0.0
Steadiness 2,Flinch Free 1,2.0.0
Fortify 1,Rapid Morph 2,1.1.0
Recovery Up 1,Pierce Up 1,0.0.0
Wall Runner 1,Blast Resistance 2,1.1.0
Fire Resistance 1,Diversion 1,3.0.0
Counterstrike 1,Spare Shot 2,1.0.0
Critical Element 2,Maximum Might 1,0.0.0
Tremor Resistance 1,Flinch Free 1,3.0.0
Sleep Resistance 1,Evade Window 1,1.0.0
Diversion 1,Earplugs 2,2.1.0
Earplugs 1,Sleep Attack 1,1.1.0
Bombardier 3,Partbreaker 2,3.0.0
Defense Boost 1,Leap of Faith 1,1.0.0
Recovery Up 1,Hellfire Cloak 1,0.0.0
Divine Blessing 1,Ice Attack 1,1.1.0
Geologist 2,Handicraft 1,0.0.0
Water Resistance 1,Counterstrike 1,1.1.0
Resentment 1,NULL,1.0.0
Evade Window 1,Hellfire Cloak 1,0.0.0
Fire Attack 1,Spare Shot 1,0.0.0
Free Meal 2,Latent Power 1,0.0.0
Punishing Draw 2,Geologist 2,1.0.0
Speed Eating 2,Thunder Attack 1,0.0.0
Paralysis Attack 1,Speed Eating 2,0.0.0
Power Prolonger 1,NULL,1.1.1
Reload Speed 1,Spare Shot 1,0.0.0
Fire Attack 2,WideRange 1,1.1.0
Flinch Free 2,Fire Attack 2,1.1.0

2021.05.19 16:20:48.180627
Affinity Sliding 1,Stun Resistance 2,1.0.0

2021.05.19 16:44:02.365144
Sleep Attack 1,NULL,0.0.0
Defense Boost 2,Thunder Attack 1,3.0.0
Carving Pro 1,Fortify 1,3.1.0
Divine Blessing 1,Tremor Resistance 1,3.1.0
Guard 2,NULL,1.0.0
Load Shells 1,Hellfire Cloak 1,2.0.0
Bludgeoner 1,Dragon Resistance 1,1.1.0
Dragon Resistance 1,Reload Speed 1,3.1.1
Guard 2,NULL,1.1.0
Wall Runner 1,Slugger 2,0.0.0
Punishing Draw 1,Water Attack 2,3.1.0
Constitution 2,NormalRapid Up 1,0.0.0
Punishing Draw 1,Power Prolonger 1,1.0.0
Counterstrike 1,Fortify 1,2.0.0
Ice Attack 1,Peak Performance 1,1.1.0
Hellfire Cloak 1,NULL,1.1.0
Load Shells 1,Botanist 1,1.1.0
Recoil Down 1,WideRange 1,0.0.0
Dragon Attack 1,Windproof 1,0.0.0
Defense Boost 2,Ice Resistance 2,1.0.0
Free Meal 2,Speed Sharpening 1,2.2.0
Slugger 1,Master Mounter 1,0.0.0
Razor Sharp 2,NULL,1.1.0
Defense Boost 1,Bubbly Dance 1,1.1.0
Poison Attack 2,Speed Eating 1,0.0.0
Windproof 1,Flinch Free 2,1.0.0
Tremor Resistance 2,Water Attack 1,1.1.0
Ice Attack 1,Fire Resistance 1,0.0.0
Muck Resistance 1,Diversion 1,3.1.0
Flinch Free 3,Hunger Resistance 2,0.0.0
Bombardier 2,Thunder Attack 1,2.1.1
Heroics 1,NULL,1.0.0
Recoil Down 1,Evade Extender 1,2.1.0
Dragon Resistance 1,Reload Speed 1,1.0.0
Master Mounter 1,Stun Resistance 1,1.1.0
Reload Speed 1,Hunger Resistance 2,1.1.0
Wirebug Whisperer 1,Constitution 2,2.0.0
Poison Attack 2,Constitution 2,1.0.0
Tremor Resistance 3,Constitution 2,1.0.0
Power Prolonger 1,Item Prolonger 1,0.0.0
Dragon Attack 3,Critical Element 1,1.1.0
Blast Resistance 1,Bombardier 1,2.1.0
Guard Up 1,NULL,1.1.0
Slugger 1,Evade Extender 2,2.1.0
Horn Maestro 1,Reload Speed 2,1.0.0
Weakness Exploit 1,Windproof 1,0.0.0
Ice Attack 2,Steadiness 1,1.0.0
Blight Resistance 1,Speed Sharpening 1,2.2.0
Speed Eating 2,Ice Resistance 2,0.0.0
Ballistics 1,Tremor Resistance 1,0.0.0

2021.05.19 16:53:55.514102
Rapid Morph 2,Divine Blessing 2,0.0.0

2021.05.19 17:17:09.497467
Resuscitate 1,Stun Resistance 1,1.1.0
Wall Runner 2,Recoil Down 1,3.0.0
Water Attack 1,Recoil Down 1,0.0.0
Defense Boost 1,Punishing Draw 1,1.1.0
Master Mounter 1,Wirebug Whisperer 1,1.1.0
Stamina Thief 2,Punishing Draw 1,1.0.0
Defense Boost 2,Special Ammo Boost 1,3.0.0
Wall Runner 2,Water Attack 1,1.0.0
Resentment 1,NULL,1.1.0
Partbreaker 2,Defense Boost 1,1.0.0
Fire Attack 3,Quick Sheath 1,2.1.0
Bubbly Dance 1,Botanist 1,1.0.0
Constitution 1,Water Resistance 1,1.0.0
Speed Eating 2,Ice Resistance 3,2.0.0
Speed Eating 3,Fire Attack 1,1.1.0
Botanist 2,Peak Performance 1,1.0.0
Paralysis Resistance 1,Rapid Morph 1,1.0.0
Protective Polish 1,Bubbly Dance 1,0.0.0
Blight Resistance 1,Thunder Attack 1,1.0.0
Evade Window 1,Recoil Down 1,2.1.0
Water Attack 2,Stamina Surge 1,0.0.0
Slugger 1,Bombardier 2,0.0.0
Earplugs 2,Water Attack 2,1.0.0
Windproof 1,Water Resistance 1,1.1.0
Special Ammo Boost 1,Stamina Thief 1,0.0.0
Ice Attack 2,Evade Extender 2,1.0.0
Load Shells 1,Diversion 1,0.0.0
Dragon Attack 1,NormalRapid Up 2,0.0.0
Evade Extender 1,Spread Up 1,1.0.0
Razor Sharp 1,Bubbly Dance 1,1.0.0
Resentment 2,NULL,0.0.0
Punishing Draw 1,Ice Resistance 2,2.0.0
Stun Resistance 1,Stamina Thief 1,2.0.0
Hunger Resistance 1,Agitator 1,0.0.0
Ice Resistance 1,Affinity Sliding 1,1.0.0
Diversion 1,Windproof 1,1.1.0
Blast Attack 1,Diversion 1,1.1.0
Thunder Resistance 1,Resuscitate 1,0.0.0
Blight Resistance 1,Handicraft 1,0.0.0
Speed Eating 2,Leap of Faith 1,1.0.0
Dragon Attack 2,Blight Resistance 1,1.1.0
Horn Maestro 1,Water Attack 2,1.1.0
Ice Attack 1,Handicraft 1,0.0.0
Guard Up 2,Fire Attack 1,1.1.0
Bludgeoner 1,Punishing Draw 1,1.0.0
Reload Speed 1,Paralysis Resistance 2,3.1.0
Ice Resistance 1,Speed Eating 1,0.0.0
Water Resistance 1,Special Ammo Boost 1,0.0.0
Partbreaker 2,Evade Window 1,2.0.0
Water Attack 1,Leap of Faith 1,1.0.0

2021.05.19 17:26:55.527088
Counterstrike 2,Quick Sheath 1,0.0.0

2021.05.19 17:50:09.723701
Earplugs 1,Item Prolonger 1,1.0.0
Geologist 2,Paralysis Attack 1,1.0.0
Wall Runner 2,Agitator 1,0.0.0
