2021.05.13 10:03:11.823256
Guard 1,Dragon Resistance 2,1.0.0
Defense Boost 2,Partbreaker 1,1.1.0
Recoil Down 1,Free Meal 1,1.1.0
Free Meal 1,Bubbly Dance 1,0.0.0
Free Meal 2,Leap of Faith 1,2.1.0
Recovery Up 2,Stun Resistance 1,1.1.0
Speed Sharpening 1,Windproof 1,1.1.0
Stamina Thief 1,Bludgeoner 1,1.0.0
Bludgeoner 1,Free Meal 2,2.1.0
Sleep Resistance 1,Bludgeoner 1,3.1.0
Bludgeoner 2,Partbreaker 2,1.0.0
Speed Eating 1,Heroics 1,1.0.0
Flinch Free 1,Tremor Resistance 1,1.1.0
Carving Pro 1,Divine Blessing 1,1.1.0
Windproof 1,Dragon Resistance 1,0.0.0
Wall Runner 1,Tremor Resistance 1,0.0.0
Ice Resistance 1,Ice Attack 1,2.0.0
Bubbly Dance 1,Evade Window 2,0.0.0
Ice Resistance 1,Carving Pro 1,3.1.0
Bubbly Dance 2,Windproof 1,1.1.0
Speed Eating 2,Flinch Free 1,3.1.0
Fire Attack 2,Free Meal 2,2.1.0
Tremor Resistance 2,Speed Eating 1,2.1.0
Master Mounter 1,Item Prolonger 2,3.0.0
Tremor Resistance 1,Blast Attack 1,1.1.0
Constitution 2,Stun Resistance 2,2.0.0
WideRange 1,Slugger 1,0.0.0
Fire Attack 1,Reload Speed 1,0.0.0
Thunder Attack 2,Poison Resistance 1,1.1.0
Speed Sharpening 1,Partbreaker 2,2.0.0
Spread Up 1,Recovery Speed 1,0.0.0
Hunger Resistance 2,Bombardier 1,3.0.0
Steadiness 1,Ice Resistance 2,0.0.0
Bubbly Dance 1,WideRange 2,1.0.0
Evade Window 1,Evade Extender 1,3.2.0
Resuscitate 1,Special Ammo Boost 1,0.0.0
Item Prolonger 1,Ice Resistance 1,2.0.0
Water Resistance 1,Razor Sharp 1,2.0.0
Stun Resistance 2,Recovery Speed 2,1.0.0
NormalRapid Up 1,NULL,0.0.0
Bombardier 1,Thunder Resistance 1,2.0.0
Speed Eating 2,WideRange 1,2.0.0
Critical Eye 2,NULL,0.0.0
Thunder Attack 2,Affinity Sliding 1,1.1.0
Poison Attack 1,Partbreaker 1,1.0.0
Thunder Attack 1,Bubbly Dance 2,2.1.0

2021.05.13 13:34:43.332125
Speed Sharpening 1,WideRange 2,2.0.0

2021.05.13 13:58:34.429783
Evade Extender 1,Dragon Attack 1,3.0.0
Bubbly Dance 3,Hellfire Cloak 1,0.0.0
Dragon Attack 2,Bludgeoner 1,0.0.0
Evade Extender 2,Thunder Attack 2,2.0.0
Thunder Attack 3,Recovery Speed 1,1.0.0
Bombardier 2,Rapid Morph 1,1.0.0
Wirebug Whisperer 1,Speed Sharpening 1,1.0.0
Protective Polish 1,NULL,0.0.0
Counterstrike 2,Resentment 2,0.0.0
Guard Up 2,Windproof 2,0.0.0
Earplugs 2,Critical Element 1,1.0.0
Speed Sharpening 1,Botanist 2,1.0.0
Fire Resistance 2,Evade Extender 2,1.0.0
Bubbly Dance 1,Latent Power 1,1.1.0
Slugger 1,Dragon Resistance 2,1.0.0
Paralysis Resistance 1,Earplugs 1,0.0.0
Wall Runner 1,Sleep Attack 1,1.0.0
Divine Blessing 1,Affinity Sliding 1,1.1.0
Speed Eating 2,Ice Attack 1,1.0.0
Evade Window 2,Reload Speed 1,0.0.0
Paralysis Resistance 1,Slugger 1,2.1.1
Flinch Free 1,WideRange 1,0.0.0
Wall Runner 2,Master Mounter 1,1.1.0
Bludgeoner 2,Free Meal 2,3.2.0
Wall Runner 2,Bombardier 1,2.0.0
Load Shells 1,Water Resistance 2,0.0.0
Steadiness 1,Blight Resistance 2,1.0.0
Speed Eating 1,Counterstrike 1,1.0.0
Recovery Up 1,Slugger 1,1.1.0
Evade Extender 1,Partbreaker 1,1.1.0
Geologist 1,Bombardier 3,2.1.0
Dragon Resistance 1,Defense Boost 1,1.0.0
Power Prolonger 1,NULL,3.0.0
Recoil Down 1,Protective Polish 1,0.0.0
Counterstrike 1,Special Ammo Boost 1,0.0.0
Steadiness 2,Blast Resistance 2,1.1.0
Speed Sharpening 2,Sleep Resistance 2,1.0.0
Leap of Faith 1,Windproof 2,1.0.0
Stun Resistance 2,Tremor Resistance 1,1.0.0
Fortify 1,Evade Extender 2,2.1.0
Bubbly Dance 1,Quick Sheath 1,1.1.0
Protective Polish 1,Slugger 1,0.0.0
Wirebug Whisperer 1,Resentment 1,0.0.0
Poison Attack 2,Leap of Faith 1,0.0.0
Speed Eating 1,Bubbly Dance 1,1.0.0
Evade Extender 1,Steadiness 1,1.1.0
Rapid Morph 1,Counterstrike 2,2.1.0
Fire Attack 3,Artillery 1,0.0.0
Ice Attack 3,Earplugs 1,2.1.0
Wall Runner 2,Defense Boost 1,0.0.0

2021.05.13 14:08:46.422213
Flinch Free 1,Paralysis Resistance 1,2.0.0

2021.05.13 14:32:37.486092
Recovery Up 2,Sleep Attack 1,1.1.0
Leap of Faith 1,Dragon Resistance 2,3.1.0
Diversion 1,Divine Blessing 2,1.0.0
NormalRapid Up 2,Fire Resistance 1,0.0.0
Blight Resistance 1,Diversion 1,1.0.0
Wirebug Whisperer 1,Botanist 1,1.0.0
Evade Window 1,Quick Sheath 1,1.0.0
Critical Eye 2,WideRange 1,1.0.0
Fire Attack 3,Botanist 2,2.1.0
Bubbly Dance 2,Ice Attack 1,1.0.0
Rapid Morph 2,Windproof 1,1.0.0
Bubbly Dance 1,Paralysis Resistance 2,2.0.0
Windproof 1,Rapid Morph 1,1.0.0
Sleep Attack 1,NULL,2.0.0
Fortify 1,Windproof 1,1.1.0
Defense Boost 1,Blight Resistance 2,0.0.0
Resentment 2,WideRange 1,0.0.0
Thunder Resistance 1,Earplugs 2,0.0.0
Muck Resistance 1,Free Meal 2,3.0.0
Latent Power 2,NULL,1.1.1
Blight Resistance 1,Defense Boost 1,0.0.0
Speed Eating 2,Wirebug Whisperer 1,1.0.0
Speed Eating 2,Rapid Morph 1,2.1.0
Counterstrike 1,Evade Window 1,1.0.0
Poison Resistance 1,Master Mounter 1,1.0.0
Water Attack 1,Earplugs 2,2.1.0
Fire Attack 1,Blast Resistance 1,1.0.0
Maximum Might 1,NULL,1.0.0
Bombardier 1,Recovery Speed 2,1.1.0
Fire Attack 3,Load Shells 1,0.0.0
Guard Up 1,Partbreaker 1,3.1.0
Attack Boost 1,Master Mounter 1,1.0.0
Power Prolonger 1,NULL,0.0.0
Blight Resistance 1,Windproof 1,1.0.0
Guard Up 2,Speed Eating 1,0.0.0
Evade Extender 2,Muck Resistance 2,2.0.0
Guard Up 1,NULL,1.1.1
Partbreaker 2,Divine Blessing 2,2.0.0
Fire Resistance 1,Counterstrike 2,1.1.0
Item Prolonger 1,Reload Speed 1,2.2.0
Defense Boost 1,Horn Maestro 1,2.1.0
WideRange 1,Guard 1,1.0.0
Reload Speed 1,Latent Power 1,1.0.0
Free Meal 1,Hellfire Cloak 1,0.0.0
Item Prolonger 1,Wall Runner 2,1.1.0
Blight Resistance 1,Ice Attack 1,0.0.0
Special Ammo Boost 1,NULL,0.0.0
Carving Pro 1,Fire Resistance 2,2.1.0
Agitator 1,NULL,0.0.0
Special Ammo Boost 2,Slugger 1,0.0.0

2021.05.13 14:42:45.686737
Bombardier 2,Heroics 1,0.0.0

2021.05.13 15:06:36.956691
Recovery Speed 2,Weakness Exploit 1,3.1.0
Recoil Down 1,Fire Attack 1,1.0.0
Partbreaker 1,Bludgeoner 1,1.0.0
Punishing Draw 2,Recoil Down 2,1.1.0
Evade Extender 1,Fortify 1,1.0.0
Ice Resistance 1,Tremor Resistance 1,0.0.0
Master Mounter 1,NormalRapid Up 1,0.0.0
Thunder Attack 1,Speed Sharpening 1,2.0.0
Special Ammo Boost 1,Dragon Attack 1,0.0.0
Fire Resistance 1,Water Attack 1,1.0.0
Divine Blessing 1,WideRange 1,1.0.0
Divine Blessing 1,Punishing Draw 2,0.0.0
Thunder Resistance 1,Muck Resistance 2,2.0.0
Muck Resistance 1,Steadiness 1,0.0.0
Wirebug Whisperer 1,Free Meal 1,3.0.0
Resentment 2,NULL,2.1.0
Speed Eating 1,Dragon Attack 1,2.0.0
Offensive Guard 2,NULL,0.0.0
Earplugs 1,Evade Extender 1,0.0.0
Sleep Resistance 1,Tremor Resistance 1,0.0.0
Master Mounter 1,WideRange 1,0.0.0
Slugger 2,Poison Attack 1,1.0.0
Maximum Might 1,NULL,1.1.0
Fire Resistance 2,Ice Attack 2,0.0.0
Wirebug Whisperer 2,Weakness Exploit 1,1.0.0
Fortify 1,Muck Resistance 1,3.0.0
Quick Sheath 2,Rapid Morph 1,1.0.0
Bubbly Dance 1,Thunder Attack 2,3.1.0
Special Ammo Boost 2,NULL,0.0.0
Ballistics 2,Jump Master 1,0.0.0
Leap of Faith 1,Speed Sharpening 1,0.0.0
Dragon Attack 1,Stamina Surge 1,0.0.0
Thunder Attack 1,Affinity Sliding 1,2.0.0
Punishing Draw 2,Item Prolonger 2,0.0.0
Tremor Resistance 3,NormalRapid Up 1,0.0.0
Thunder Attack 1,Weakness Exploit 1,2.0.0
Water Attack 1,Steadiness 2,2.0.0
Defense Boost 1,Affinity Sliding 1,0.0.0
Fortify 1,Thunder Resistance 1,3.0.0
Flinch Free 2,Peak Performance 1,0.0.0
Blast Attack 2,NULL,1.0.0
Earplugs 1,Leap of Faith 1,1.1.0
Ballistics 1,Water Attack 2,1.0.0
Earplugs 3,Recovery Up 1,0.0.0
Dragon Resistance 2,Weakness Exploit 1,0.0.0
Dragon Resistance 3,Evade Window 1,1.0.0
Paralysis Resistance 1,Water Resistance 1,2.1.0
Windproof 2,Speed Sharpening 1,1.0.0
Master Mounter 1,Evade Extender 1,1.1.0
Partbreaker 2,Ice Attack 2,2.2.1

2021.05.13 15:30:29.106294
Recovery Up 1,Ice Attack 2,0.0.0

2021.05.13 15:54:19.869848
Item Prolonger 1,Flinch Free 1,1.1.0
Carving Pro 1,Dragon Attack 1,2.1.0
Divine Blessing 1,Quick Sheath 1,2.1.0
Fire Attack 1,Dragon Attack 1,1.1.0
Stamina Thief 2,Reload Speed 1,2.0.0
Ice Attack 1,Speed Eating 1,0.0.0
Rapid Morph 2,Defense Boost 1,2.1.0
Defense Boost 1,Geologist 1,1.0.0
Defense Boost 1,Free Meal 1,2.0.0
Sleep Attack 1,Hunger Resistance 2,1.0.0
Poison Attack 2,Defense Boost 1,3.1.0
Flinch Free 1,Divine Blessing 1,1.1.0
Flinch Free 2,Paralysis Resistance 1,1.1.0
Heroics 3,NULL,0.0.0
Geologist 1,Paralysis Resistance 1,3.0.0
Good Luck 1,NULL,0.0.0
Hunger Resistance 3,Thunder Resistance 1,1.1.0
Fire Resistance 1,Horn Maestro 1,1.0.0
Dragon Attack 2,Fire Resistance 1,3.2.0
Wall Runner 2,Bubbly Dance 1,3.0.0
Stamina Thief 3,Evade Window 2,0.0.0
Razor Sharp 2,NULL,1.0.0
WideRange 1,Item Prolonger 2,2.1.0
Diversion 1,Ice Attack 1,0.0.0
Handicraft 1,NULL,0.0.0
Wirebug Whisperer 1,Poison Attack 1,1.0.0
Horn Maestro 1,Ice Attack 1,2.0.0
Constitution 1,Reload Speed 2,1.0.0
Windproof 2,Ice Attack 2,2.1.0
Reload Speed 2,Free Meal 1,3.1.0
Wirebug Whisperer 1,Rapid Morph 1,1.1.0
Recoil Down 1,Fire Resistance 1,1.0.0
Poison Attack 1,Partbreaker 2,0.0.0
Thunder Resistance 1,Hunger Resistance 2,3.0.0
Ice Resistance 1,Punishing Draw 1,1.0.0
Guard 1,NULL,0.0.0
Critical Element 1,NULL,1.1.0
Evade Window 2,Speed Sharpening 1,1.0.0
Fortify 1,WideRange 1,1.1.0
Agitator 2,Speed Sharpening 1,3.0.0
Guard Up 1,NULL,0.0.0
Poison Resistance 1,Ice Attack 2,1.0.0
Dragon Attack 3,Sleep Resistance 1,2.1.0
Bludgeoner 1,Paralysis Resistance 1,0.0.0
Recoil Down 2,Paralysis Resistance 1,2.0.0
Counterstrike 1,Earplugs 1,2.1.0
Counterstrike 1,Punishing Draw 2,3.1.0
Protective Polish 1,NULL,0.0.0
Rapid Morph 1,Critical Boost 1,1.0.0
Speed Eating 2,Resuscitate 1,0.0.0

